Rank,Device_Name,Incident_Count,Percentage
456,ROTAFLOW CARDIO PULMONARY BYPASS CENTRIFUGAL PUMP,1,0.05
457,1788 4K CAMERA CONTROL UNIT WITH ADVANCED IMAGING MODALITY,1,0.05
458,JUVEDERM VOLUMA WITH LIDOCAINE,1,0.05
459,BIFUSE MICROCLAVE EXT SET,1,0.05
460,PORTEX CONTINUOUS EPIDURAL TRAY,1,0.05
461,UNKNOWN VANTIVE ADAPTER,1,0.05
462,ENDO CATCH GOLD AUTOSUTURE SPECIMEN RETRIEVAL POUCH,1,0.05
463,ALARIS PCA MODULE,1,0.05
464,OPAQUE CUFFED TUBING,1,0.05
465,CROCHET A PEAU,1,0.05
466,VERSAPULSE PULSE POWERSUITE HOLMIUM SURGICAL LASER SYSTEM,1,0.05
467,LABOUR & DELIVERY PACK,1,0.05
468,UNKNOWN ELECTROCAUTERY SYSTEMS,1,0.05
469,"GLIDEPATH LONG-TERM HEMO DIALYSIS CATHETER WITH PRELOADED STYLET, STRAIGHT, STANDARD KIT",1,0.05
470,MEDFUSION MODEL 4000 SYRINGE INFUSION PUMP,1,0.05
471,DUROLANE,1,0.05
472,UNKNOWN GE AISYS ANESTHESIA MACHINE,1,0.05
473,GASTROSTOMY TUBE WITH ENFIT CONNECTOR,1,0.05
474,FLUID WARMING SYSTEM W/TWO PRESSURE INFUSERS/BUILT IN AIR DETECTOR CLAMP,1,0.05
475,MPS2L,1,0.05
476,SIENTRA OPUS SILICONE GEL BREAST IMPLANT HSC+ HIGH-STRENGTH COHESIVE GEL SMOOTH ROUND HIGH PROJECTION,1,0.05
477,LIFELINE BETA AV-SET ONLINE PLUS BVM 5008-R; UNKNOWN HAEMODIALYSIS SYSTEMS,1,0.05
478,HENRY SCHEIN REAMERS - STAINLESS STEEL,1,0.05
479,UNKNOWN CARESTREAM MEDICAL OXYGEN REGULATOR,1,0.05
480,SMOOTH ROUND ULTRA HIGH PROFILE SILICONE GEL FILLED BREAST IMPLANTS,1,0.05
481,AUTOSHIELD DUO PEN NEEDLE,1,0.05
482,BD MICROTAINERÂ®  MAP MICROTUBE FOR AUTOMATED PROCESSING,1,0.05
483,"BIPAP AVAPS VENTILATORY SUPPORT SYSTEM - CORE PKG, CANADA",1,0.05
484,UNKNOWN BAXTER REPEATER PUMP,1,0.05
485,10CC LUER-LOK TIP SYRINGE * NEEDLE,1,0.05
486,PLASTIC NEEDLE MR SAFE,1,0.05
487,DR 600,1,0.05
488,INOMAX DS,1,0.05
489,MARPAC ADJUSTABLE ENDOTRACHEAL TUBE HOLDER,1,0.05
490,BASAL-IQ TECHNOLOGY,1,0.05
491,COBAS SARS-COV-2 & INFLUENZA A/B V2,1,0.05
492,UNKNOWN MED-RX VENTILATOR,1,0.05
493,UNKNOWN MED-RX SUCTION COLLECTION CONTAINER,1,0.05
494,HYDRASENSE MEDIUM STREAM 100 ML; HYDRASENSE MEDIUM STREAM 210 ML,1,0.05
495,INFUSOMAT SPACE PUMP IV SET; UNKNOWN B BRAUN INFUSION PUMP,1,0.05
496,UNKNOWN GE ANAESTHESIA MACHINE,1,0.05
497,BD ALARIS SYRINGE MODULE; BD ALARIS PCU,1,0.05
498,INFUSOMAT SPACE PUMP IV SET; UNKNOWN INFUSION PUMPS,1,0.05
499,MONOSOF NONABSORBABLE MONOFILAMENT NYLON SURGICAL SUTURE,1,0.05
500,UNKNOWN BIOMED DEFIBRILLATORS,1,0.05
501,UNKNOWN BARD POWER PICC SOLO,1,0.05
502,SURSHIELD SAFETY WINGED BLOOD COLLECTION SET,1,0.05
503,UNKNOWN HAEMODIALYSIS SYSTEMS,1,0.05
504,FLUENT SYSTEM CONSOLE,1,0.05
505,MEDTRONIC CUSTOM PERFUSION SYSTEM,1,0.05
506,EVIS EXERA III VIDEO SYSTEM - COLONOVIDEOSCOPE,1,0.05
507,UNKNOWN INTEGRA LIFESCIENCES EXTERNAL CSF DRAINAGE COLLECTION BAG,1,0.05
508,INTELLIVUE MX500 PATIENT MONITOR,1,0.05
509,UNKNOWN COVIDIEN POLYURETHANE FEEDING TUBE,1,0.05
510,PROGRESSA (FRAME),1,0.05
511,BECKMAN COULTER AU IMMUNOCHEMISTRY SYSTEM- AU480 ANALYZER,1,0.05
512,ASTRAL 150,1,0.05
513,UNKNOWN STRYKER EVEREST SPINAL SET,1,0.05
514,UNKNOWN JOHNSON & JOHNSON FLUTED ROUTER,1,0.05
515,ACIST KODAMA CATHETER,1,0.05
516,TRILOGY EVO,1,0.05
517,HARMONY TPV TRANSCATHETER PULMONARY VALVE,1,0.05
518,RED DOT ELECTRODES & ACCESSORIES,1,0.05
519,UNKNOWN ARTHREX SCORPION NEEDLE KNEE,1,0.05
520,ETERNA IMPLANTABLE PULSE GENERATOR,1,0.05
521,POWER-TRIALYSIS SHORT TERM CURVED DIALYSIS CATHETER KIT,1,0.05
522,ACCU-CHEK GUIDE,1,0.05
523,ALLIANCE EARLOOP PROCEDURE MASK,1,0.05
524,V.A.C.ULTA NEGATIVE PRESSURE WOUND THERAPY UNIT,1,0.05
525,C02 SWITCHING VALVE FOR INSUFFLATORS,1,0.05
526,BECKER EXTERNAL DRAINAGE AND MONITORING SYSTEM,1,0.05
527,UNKNOWN RESPIRATORY CANNULAE,1,0.05
528,SCAN ULTRASOUND GEL,1,0.05
529,STOCKERT SHILEY AORTIC ROOT CANNULA,1,0.05
530,UNKNOWN MED-RX SUCTION CATHETER,1,0.05
531,TDX SP POWER WHEELCHAIR,1,0.05
532,MPS 3 ND DELIVERY SETS,1,0.05
533,CIOS ALPHA,1,0.05
534,TEXIUM CLOSED MALE LUER WITH FEMALE CAP,1,0.05
535,MAGNETOM SOLA,1,0.05
536,ROTH NET STANDARD,1,0.05
537,INFUSOMAT SPACE PUMP IV SET WITH ANTI-SIPHON VALVE; UNKNOWN INFUSION PUMPS,1,0.05
538,UNKNOWN COLONOSCOPES,1,0.05
539,PERCUTANEOUS SHEATH INTRODUCER SET WITH ARROWG+ARD BLUE SHEATH; PERCUTANEOUS SHEATH INTRODUCER PROCEDURAL KITS,1,0.05
540,COBAS 8000-C702 CHEMISTRY ANALYZER,1,0.05
541,CODMAN EDS3 CSF EXTERNAL DRAINAGE SYSTEM WITH VENTRICULAR CATHETER,1,0.05
542,BIOCATH,1,0.05
543,STRYKER EYE SURGERY STRETCHER,1,0.05
544,"INTUBATION KIT, Y-ADAPTER",1,0.05
545,GREENLIGHT XPS,1,0.05
546,ACCU-CHEK AVIVA-TEST STRIPS,1,0.05
547,ALARIS SYSTEM PC UNIT,1,0.05
548,UNKNOWN - DEVICE DETAILS NOT PROVIDED BY COMPLAINANT; UNKNOWN INFUSION PUMPS,1,0.05
549,F&P 950 RESPIRATORY HUMIDIFIER,1,0.05
550,HEALTHSMART SELECT SERIES UPPER ARM BLOOD PRESSURE MONITOR,1,0.05
551,UNKNOWN BARD ACCESS PICC,1,0.05
552,HAMILTON-G5 VENTILATOR,1,0.05
553,COBAS C 303 ANALYTICAL UNIT,1,0.05
554,LAERDAL SUCTION UNIT W/REUSABLE CANNISTER,1,0.05
555,UNKNOWN MED-RX CATHETER,1,0.05
556,UNKNOWN INTRAVENOUS ADMINISTRATION SETS,1,0.05
557,UNKNOWN  BAUSCH AND LOMB  STELLARIS ELITE PHACOEMULSIFICATION MACHINE,1,0.05
558,UNKNOWN SMITHS MEDICAL AIRWAY MUCUS CLEARING DEVICE,1,0.05
559,UNKNOWN CONMED CAUTERY INSTRUMENT,1,0.05
560,INFINITY ACUTE CARE SYSTEM WORKSTATION NEONATAL CARE - BABYLOG VN500,1,0.05
561,MICROPLEX COIL SYSTEM - COSMOS 18,1,0.05
562,UNKNOWN BAXTER PRISMAX THERMAX,1,0.05
563,PRECISIONGLIDE NEEDLE,1,0.05
564,CHANNEL ROUND WOUND DRAINS WITH TROCAR,1,0.05
565,UNKNOWN MINDRAY VAPORIZER SEVOFLURANE,1,0.05
566,SPECTRUM INFUSION PUMP WITH MASTER DRUG LIBRARY,1,0.05
567,MENTOR MEMORYGEL BOOST RESTERILIZABLE GEL SIZER - MODERATE HIGH PROFILE,1,0.05
568,UNKNOWN BELPRO MEDICAL INFORMATION SYSTEM,1,0.05
569,"MINIBORE PCA SET, INTEGRAL PAV, INJECTOR ASSEMBLY, SECURE LOCK",1,0.05
570,MENTOR MEMORYGEL BOOST BREAST IMPLANT SMOOTH HIGH PROFILE SILICONE GEL-FILLED BREAST IMPLANT,1,0.05
571,ALARIS SYSTEM - DEDICATED IV ADMIN SETS,1,0.05
572,UNKNOWN ANGIODYNAMICS BIOFLO PICC LINE,1,0.05
573,HEALICOIL REGENESORB SUTURE ANCHOR,1,0.05
574,VIZISHOT 2,1,0.05
575,BAXTER 15L CYCLED DRAINAGE BAG,1,0.05
576,SALEM SUMP DUAL LUMEN STOMACH TUBE ANTI-REFLUX VALVE,1,0.05
577,ENSEAL X1 TISSUE SEALER,1,0.05
578,CAPTIVATOR II SINGLE-USE POLYPECTOMY SNARES,1,0.05
579,COOK-SWARTZ DOPPLER PROBE,1,0.05
580,"DISPOSABLE, SMOKE EVACUATION PENCIL TELESCOPIC, WITH HOLSTER, STERILE",1,0.05
581,CADD ADMINISTRATION SET,1,0.05
582,CODMAN EDS3 CSF EXTERNAL DRAINAGE SYSTEM,1,0.05
583,DRY SURGICAL 2.5CMX5M NON STERILE MULTIPORE TAPE,1,0.05
584,"SHILEY ORAL/NASAL ENDOTRACHEAL TUBE, INTERMEDIATE CUFF, NON DEHP",1,0.05
585,UNKNOWN BD ALARIS IV SET,1,0.05
586,Y-TYPE CATHETER EXTENSION SET,1,0.05
587,"TRACHEOSTOMY TUBES MID-RANGE AIRE-CUF, SILICONE, ADULT",1,0.05
588,SPECTRA OPTIA APHERESIS SYSTEM - EXCHANGE SET,1,0.05
589,SPACE INFUSION SYSTEM - SPACESTATION INCL. SPACECOM,1,0.05
590,SENSICARE POWDER-FREE NITRILE EXAM GLOVES,1,0.05
591,"STOPCOCKS; PRESSURE INFUSION EXT SET W/MICROCLAVE CLEAR, CLAMP, ROTATING LUER",1,0.05
592,HARMONIC ACE+7 LAPAROSCOPIC SHEARS WITH ADVANCED HEMOSTASIS,1,0.05
593,VOLUMAT LINE SECONDARY INFUSION SET (WITH HANGER),1,0.05
594,"SMALLBORE EXT SET W/MICROCLAVE CLEAR, CLAMP, ROTATING LUER",1,0.05
595,SMART SCALE II,1,0.05
596,BD INSYTE AUTOGUARD BC PRO,1,0.05
597,AK 98,1,0.05
598,EZ-IO G3 POWER DRIVER SEALED LI-MAROON,1,0.05
599,TORAY FILTRYZER,1,0.05
600,PRUITT F3 CAROTID SHUNT,1,0.05
601,BARDEX IC FOLEY CATHETER,1,0.05
602,"NON-DEHP FLUID PATH INTRAVIA CONTAINER, EMPTY",1,0.05
603,SILASTIC FOLEY CATHETER,1,0.05
604,INSYTE-N I.V. CATHETER WITH WINGS (24G/14MM),1,0.05
605,MYOSURE MANUAL,1,0.05
606,FLUENT SYSTEM CONSOLE; FLUENT FLUID MANAGEMENT SYSTEM PROCEDURE KIT,1,0.05
607,"LIGASURE IMPACT CURVED, LARGE JAW, OPEN SEALER/DIVIDER NANO-COATED",1,0.05
608,NOVASURE IMPEDANCE CONTROLLED ABLATION DISPOSABLE DEVICE KIT WITH SURESOUND UTERINE SOUND,1,0.05
609,"EXT SET W/MICROCLAVE CLEAR, CLAMP, ROTATING LUER",1,0.05
610,TRUWAVE/VAMP (LASS),1,0.05
611,FX 1000 HDF DIALYSER,1,0.05
612,NOVASURE IMPEDANCE CONTROLLED ENDOMETRIAL ABLATION DISPOSABLE DEVICE,1,0.05
613,ASSURITY MRI PACEMAKER,1,0.05
614,"BONE SCREWS, AXS, SELF-TAPPING UNIVERSAL 2.0 MP",1,0.05
615,MOBILE X-RAY SYSTEM MOBILEDART EVOLUTION,1,0.05
616,POWERSEAL CURVED JAW SEALER & DIVIDER DOUBLE ACTION,1,0.05
617,APOLLO ONYX DELIVERY MICRO CATHETER,1,0.05
618,"PREMICATH, 28G WITH SPLITTING NEEDLE",1,0.05
619,ENDO STITCH AUTOSUTURE SINGLE USE SUTURING DEVICE,1,0.05
620,UNIVERSAL MID-FACE BONE SCREWS,1,0.05
621,ARTICULATING LAPAROSCOPIC TISSUE SEALER G2 CURVED JAW,1,0.05
622,THERAKOS CELLEX PHOTOPHERSIS SYSTEM - PROCEDURAL KIT,1,0.05
623,SPACE INFUSION SYSTEM - INFUSOMAT SPACE VOLUMETRIC INFUSION PUMP; CARESITE SMALLBORE EXTENSION SET,1,0.05
624,UNKNOWN TRUDELL HEALTHCARE HEADSET VMAX,1,0.05
625,SPACE INFUSION SYSTEM - PLUG-IN POWER SUPPLY,1,0.05
626,"MVP MICRO VASCULAR PLUG, MECHANICAL DETACHMENT",1,0.05
627,PROTECTIV PLUS SAFETY I.V. CATHETERS - RADIOPAQUE,1,0.05
628,VITROS CHEMISTRY PRODUCTS CALIBRATOR KIT 32,1,0.05
629,RANGER IRRIGATION FLUID WARMING SYSTEM - IRRIGATION SET,1,0.05
630,"POWERPICC SOLO2 CATHETER, FULL TRAY (WITH SHERLOCK 3CG TPS STYLET)",1,0.05
631,EXT SET W/FILTERS,1,0.05
632,BASIC IV SOLUTION ADMINISTRATION SET DUO-VENT SPIKE/CLEARLINK VALVE,1,0.05
633,3M 1870+ AURA N95 RESPIRATOR,1,0.05
634,"EXT SET W/REMV MICROCLAVE CLEAR, CLAMP, ROTATING LUER",1,0.05
635,ROTAPRO PRE-CONNECTED EXCHANGEABLE BURR CATHETER AND BURR ADVANCING DEVICE,1,0.05
636,GREY LAPAROSCOPIC ELECTRODES,1,0.05
637,GENERAL CARDIOVASCULAR PACK,1,0.05
638,"EXT SET W/CHEMOLOCK, Y-CONNECTOR, ROTATING LUER",1,0.05
639,NOVASURE IMPEDANCE CONTROLLED ENDOMETRIAL ABLATION SYSTEM,1,0.05
640,PRISMAFLEX HAEMODIALYSIS SETS WITH FILTER,1,0.05
641,"BARDEX LUBRICATH TIEMANN MODEL HYDROGEL COATED FOLEY CATHETER, RADIOPAQUE 5ML BALLOON",1,0.05
642,"POWERPICC CATHETER, FULL TRAY (WITH SHERLOCK 3CG TPS STYLET)",1,0.05
643,SMALL BONE FASTAK SUTURE ANCHOR,1,0.05
644,AMT G-JET- ENFIT,1,0.05
645,PRIMEADVANCED SURESCAN MRI NEUROSTIMULATOR,1,0.05
646,MED-RX DRESSING TRAY,1,0.05
647,NITRILE EXAM GLOVES - POWDER FREE,1,0.05
648,CARTO VIZIGO BI-DIRECTIONAL GUIDING SHEATH 8.5F,1,0.05
649,POWERPICC SV CATHETER - RADIOLOGY BASIC TRAY,1,0.05
650,AUTO SUTURE STRUCTURAL BALLOON TROCAR,1,0.05
651,E-Z CLEAN CAUTERY TIP,1,0.05
652,ENDOGATOR HYBRID,1,0.05
653,PROXIMATE RELOADABLE LINEAR CUTTER WITH SAFETY,1,0.05
654,SOLUTION SET,1,0.05
655,DRILL BIT GOLD,1,0.05
656,THREE-SPRING 400CC EVACUATOR WITH Y-CONNECTOR TUBE,1,0.05
657,ACCU-CHEK INFORM II TEST STRIPS (50X),1,0.05
658,INFUSION SET - V/NV CV SS DEHP FREE,1,0.05
659,STOPCOCKS; CLEAR MICROCLAVE CONNECTOR,1,0.05
660,SOL-CARE SAFETY NEEDLE,1,0.05
661,11 VOLT LITHIUM ION BATTERY,1,0.05
662,SWAN-GANZ THERMODILUTION CATHETERS,1,0.05
663,"TACTIFLEX ABLATION CATHETER, SENSOR ENABLED",1,0.05
664,PROXIMATE RL PLUS RELOADABLE LINEAR STAPLER,1,0.05
665,INFUSION SET - SS MF LOW SORBING,1,0.05
666,FX 800 HDF DIALYSER,1,0.05
667,BLUSELECT TRACHEOSTOMY TUBE,1,0.05
668,SHILEY TRACHEOSTOMY TUBES XLT CUFFED,1,0.05
669,CADD-SOLIS AMBULATORY INFUSION PUMP - MAIN UNIT,1,0.05
670,SMOOTH MODERATE HIGH PROFILE XTRA SILICONE GEL-FILLED BREAST IMPLANT,1,0.05
671,UNKNOWN MEDTRONIC TRANSCATHETER VALVE,1,0.05
672,"INDIGO SYSTEM LIGHTNING FLASH FLASH ASPIRATION CATHETER, HTORQ TIP + LIGHTNING FLASH ASPIRATION TUBING",1,0.05
673,CARTO 3 NAVIGATION SYSTEM; UNKNOWN BIOSENSE SMART TOUCH BIDIRECTIONAL CATHETER,1,0.05
674,IMPAX,1,0.05
675,UNKNOWN MEDTRONIC RESERVOIR,1,0.05
676,VICRYL (POLYGLACTIN 910) ABSORBABLE SUTURE,1,0.05
677,ITS4850A INTELLIVUE TELEMETRY SYSTEM - MONITOR,1,0.05
678,INNOVA OVER-THE-WIRE SELF-EXPANDING STENT SYSTEM,1,0.05
679,"POWERPICC SOLO CATHETER, SL, SS GUIDEWIRE",1,0.05
680,INTREPID TRANSFEMORAL DELIVERY SYSTEM,1,0.05
681,ZOLL AED PRO EXTERNAL DEFIBRILLATOR,1,0.05
682,MINIMED 630G,1,0.05
683,EVERA MRI S DR SURESCAN,1,0.05
684,MICRA MC1VR01,1,0.05
685,IMPELLA CIRCULATORY SUPPORT SYSTEM - IMPELLA CP WITH SMART ASSIST,1,0.05
686,AVALUS BIOPROSTHESIS MODEL 400,1,0.05
687,CONTOUR PROFILE NATURAL MAMMARY PROSTHESIS,1,0.05
688,THERMOCOOL SMARTTOUCH SF BI-DIRECTIONAL NAVIGATION CATHETER; UNKNOWN ELECTROSURGICAL/RADIO-FREQUENCY ABLATION SYSTEM GENERATORS,1,0.05
689,SOUNDSTAR ECO DIAGNOSTIC ULTRASOUND CATHETER; PENTARAY NAV ECO HIGH DENSITY MAPPING CATHETER,1,0.05
690,ECHELON FLEX POWERED VASCULAR STAPLER,1,0.05
691,QDOT MICRO BI-IDIRECTIONAL NAVIGATIONAL CATHETER; NGEN GENERATOR,1,0.05
692,PENTARAY NAV ECO HIGH DENSITY MAPPING CATHETER,1,0.05
693,UNKNOWN BIOSENSE WEBSTER SOUNDSTAR CATHETER; UNKNOWN BIOSENSE WEBSTER PENTARAY CATHETER,1,0.05
694,SINGLE USE ELECTROSURGICAL KNIFE KD-655 DUALKNIFE J,1,0.05
695,SILTEX LOW BLEED GEL FILLED MAMMARY PROSTHESIS,1,0.05
696,DECANAV ELECTROPHYSIOLOGY CATHETER,1,0.05
697,ENDOPATH ETS FLEX45 ARTICULATING ENDOSCOPIC LINEAR CUTTER,1,0.05
698,SILTEX LOW BLEED GEL FILLED MAMMARY PROSTHESIS; SILTEX TEXTURED ROUND HIGH PROFILE SILICONE GEL FILLED BREAST IMPLANTS,1,0.05
699,"LOCKING SCREW FOR IM NAIL, NONSTERILE",1,0.05
700,HEARTWARE VENTRICULAR ASSIST SYSTEM - HVAD IMPLANT KIT,1,0.05
